California County,census_tract,hispanic,white,african_american,native_american,asian_american,other,unemployment,poverty,ces_pollution_score,ozone,pesticides,tox_release,asthma,cardiovascular_disease,low_birth_weight
Los Angeles,6037297201.0,55.5,28.5,7.3,0.5,4.7,3.5,14.8,39.9,42.65,0.042,0.0,4938.996373,84.98,9.68,4.7
Los Angeles,6037212203.0,77.6,2.0,2.6,0.1,17.2,0.6,4.5,84.4,42.64,0.048,0.0,3379.650578,38.64,7.0,7.86
San Diego,6073011801.0,77.3,8.2,2.2,0.2,11.1,1.0,9.0,63.3,42.63,0.038,0.0,592.5025886,73.62,9.13,4.48
Los Angeles,6037221220.0,88.4,2.3,2.1,0.1,6.5,0.7,13.5,64.5,42.62,0.046,0.0,3456.444651,39.09,5.05,6.44
San Bernardino,6071003101.0,83.3,9.9,3.4,0.3,2.2,1.0,11.7,63.8,42.62,0.065,0.0,4520.1221049999995,74.3,13.02,4.95
Los Angeles,6037120108.0,82.2,6.2,3.8,0.3,6.6,0.9,17.3,71.8,42.62,0.057,0.0,656.679722,83.57,9.28,7.11
San Bernardino,6071007407.0,52.4,12.4,25.6,1.0,6.1,2.4,14.6,79.3,42.58,0.068,0.0,607.0496287000002,72.24,9.6,7.17
Fresno ,6019003301.0,56.6,27.8,4.8,1.5,8.3,1.1,19.5,55.2,42.58,0.065,0.0,2374.2084649999997,103.5,9.33,6.09
Los Angeles,6037120103.0,91.9,2.3,2.9,0.0,2.3,0.6,12.8,90.1,42.58,0.057,0.0,663.9989705,95.94,10.65,6.82
Kings ,6031000200.0,34.5,60.9,1.6,0.4,1.0,1.7,5.0,34.5,42.55,0.062,974.43,177.38355019999997,71.47,9.87,5.21
Fresno ,6019006202.0,89.5,7.8,0.2,0.3,1.6,0.6,16.1,62.3,42.55,0.065,1133.85,527.3074213000001,72.31,9.6,4.24
San Bernardino,6071008001.0,54.2,25.6,4.7,0.3,13.2,2.1,9.7,36.9,42.55,0.068,9.53,337.2495294,46.81,8.62,6.61
Orange ,6059075002.0,86.1,6.1,1.3,0.1,5.9,0.5,5.4,72.1,42.54,0.046,0.0,24705.97125,45.66,5.81,6.45
Los Angeles,6037208620.0,52.5,4.1,5.7,0.3,35.2,2.2,16.8,57.9,42.53,0.046,0.0,3612.49489,39.4,5.32,6.73
San Joaquin,6077005133.0,46.0,45.4,2.3,0.7,2.7,3.0,14.1,31.4,42.52,0.051,0.16,1085.8458,81.0,12.98,4.86
San Bernardino,6071000603.0,60.0,27.5,4.2,0.4,6.2,1.6,8.7,33.8,42.5,0.06,0.0,6089.028891,46.51,11.33,5.59
Orange ,6059074108.0,88.5,3.8,0.5,0.1,6.6,0.6,8.8,49.7,42.48,0.046,0.0,18825.76309,45.3,8.16,6.76
Los Angeles,6037576403.0,53.5,7.4,17.2,0.6,18.9,2.4,19.0,72.2,42.47,0.042,0.0,8758.719532,88.07,8.81,6.56
Los Angeles,6037407900.0,67.7,7.0,3.0,0.1,20.9,1.3,12.4,26.3,42.46,0.051,0.65,16719.83421,48.73,7.8,7.29
Los Angeles,6037124105.0,60.3,29.2,4.1,0.1,4.2,2.1,14.5,59.0,42.45,0.055,0.0,1269.5073109999996,35.62,6.2,6.87
Los Angeles,6037503104.0,88.6,7.9,0.1,0.1,2.3,1.0,13.1,44.2,42.43,0.046,0.0,5350.562967,46.81,8.82,4.67
Los Angeles,6037117404.0,39.0,36.5,4.9,0.1,16.9,2.6,12.5,30.3,42.4,0.057,0.0,674.1245452000003,67.06,7.71,5.26
Fresno ,6019005203.0,51.7,27.0,9.3,0.8,9.3,1.9,22.3,60.5,42.4,0.065,0.0,2350.842847,112.49,9.67,5.96
Los Angeles,6037551401.0,73.4,16.0,3.2,0.2,6.1,1.1,4.5,38.4,42.38,0.044000000000000004,0.0,9135.822784,38.3,7.59,5.39
Kern ,6029001201.0,82.2,11.3,4.2,1.4,0.3,0.5,20.5,81.9,42.37,0.062,0.0,18.96735099,101.0,11.41,6.31
San Joaquin,6077005135.0,28.8,56.6,2.4,0.4,7.9,3.9,10.4,25.5,42.37,0.048,832.75,1292.917342,98.38,11.06,3.96
Los Angeles,6037134904.0,54.5,29.5,4.1,0.2,9.4,2.3,8.5,44.2,42.35,0.057,9.74,413.5513835,53.78,9.65,3.78
Contra Costa,6013314103.0,54.5,14.3,14.9,0.4,13.0,2.9,21.9,60.0,42.34,0.038,0.0,5651.740844,150.18,14.45,4.42
Los Angeles,6037602504.0,44.1,5.0,38.5,0.2,9.6,2.5,10.2,53.7,42.33,0.044000000000000004,0.0,4955.715928000001,78.54,10.73,5.23
Merced ,6047000801.0,48.6,36.9,5.5,0.2,6.0,2.7,12.4,40.0,42.33,0.057,22.99,29.48352394,67.83,11.95,6.56
Stanislaus ,6099000601.0,35.2,52.4,3.2,0.4,6.3,2.6,16.4,23.6,42.32,0.053,1021.77,949.1120095000001,88.11,12.6,3.25
Yuba ,6115040302.0,49.6,36.4,2.0,0.8,8.1,3.0,21.2,71.7,42.32,0.048,141.08,0.461669834,50.01,13.85,5.11
Los Angeles,6037603004.0,28.4,6.3,19.8,0.0,43.3,2.2,5.1,39.2,42.32,0.044000000000000004,0.0,6728.339215000001,79.41,10.07,5.73
San Diego,6073012501.0,70.7,13.8,5.2,0.5,7.5,2.3,15.2,67.0,42.3,0.04,0.0,980.7259062999999,57.45,8.14,3.88
Los Angeles,6037209403.0,70.6,4.8,5.1,0.1,18.7,0.7,15.3,86.4,42.3,0.046,0.0,4102.610679,33.03,3.65,5.28
Los Angeles,6037127520.0,82.0,6.2,3.0,0.1,6.5,2.1,11.9,72.3,42.3,0.057,0.0,703.2052219999997,41.0,5.1,5.88
San Bernardino,6071000824.0,47.1,34.4,10.6,0.3,5.1,2.5,7.3,59.6,42.29,0.062,0.02,4078.819643,81.42,12.04,6.53
Sacramento ,6067006101.0,19.2,60.7,9.3,0.8,5.3,4.7,19.6,52.8,42.29,0.051,0.0,137.5146706,124.91,10.62,5.62
Los Angeles,6037535503.0,97.7,1.4,0.1,0.2,0.5,0.1,10.7,74.3,42.28,0.044000000000000004,0.0,6596.265246,46.23,11.83,6.74
Los Angeles,6037221120.0,93.6,2.1,1.6,0.1,1.8,0.8,15.2,73.1,42.28,0.046,0.0,3792.589822,33.6,4.45,8.18
Los Angeles,6037406800.0,55.2,15.2,2.8,0.3,24.9,1.7,12.0,30.1,42.28,0.051,0.0,13267.032159999999,46.97,9.03,6.15
Kern ,6029006500.0,59.0,34.4,1.6,0.5,2.3,2.2,25.3,59.2,42.27,0.062,0.0,92.46737005,79.63,13.71,6.49
Sacramento ,6067007007.0,54.1,25.7,9.6,0.4,7.0,3.1,14.3,51.5,42.27,0.048,1.41,812.4476843,75.68,9.17,5.76
Kern ,6029002816.0,48.0,36.7,9.2,1.1,2.9,2.1,15.9,61.2,42.26,0.065,0.0,44.38327569,82.51,11.06,5.57
Los Angeles,6037402803.0,88.2,4.6,3.7,0.1,2.9,0.6,15.6,67.6,42.26,0.057,0.0,8154.5035,70.31,10.29,3.74
San Joaquin,6077001000.0,35.9,46.4,7.7,0.2,5.9,3.8,22.1,44.3,42.25,0.046,0.31,571.7855862,67.59,8.99,4.67
San Bernardino,6071000903.0,60.2,23.0,8.8,0.4,5.9,1.7,9.4,62.9,42.24,0.062,0.0,4324.215998,56.39,8.95,5.75
Kern ,6029001202.0,83.9,6.6,7.3,0.7,0.5,0.9,16.0,81.8,42.23,0.065,0.0,24.58565719,80.22,9.14,6.1
Los Angeles,6037212800.0,53.1,8.1,8.8,0.1,28.1,1.8,7.9,50.1,42.22,0.048,0.0,2430.613308,66.41,8.61,4.94
Los Angeles,6037237800.0,47.7,0.8,49.5,0.1,0.8,1.1,14.0,46.2,42.21,0.046,0.0,4225.470532,103.18,9.8,8.33
San Bernardino,6071001906.0,49.5,24.0,11.9,0.3,11.8,2.6,11.9,32.7,42.21,0.062,8.5,5468.785617000001,43.66,12.16,5.35
Orange ,6059099802.0,29.3,19.6,0.9,0.1,48.8,1.3,7.0,66.5,42.2,0.044000000000000004,1.2,16833.75722,38.28,8.73,5.28
Los Angeles,6037238100.0,23.0,1.0,73.4,0.2,0.6,2.0,15.6,37.6,42.19,0.046,0.0,4196.223131000002,127.53,10.08,8.31
Los Angeles,6037120104.0,69.2,8.0,5.5,0.1,15.5,1.7,8.2,73.3,42.17,0.057,0.0,681.0181572,95.94,10.65,6.3
Los Angeles,6037237900.0,20.5,1.2,74.6,0.1,0.7,3.0,22.8,51.1,42.16,0.046,0.0,4000.6463049999998,123.61,9.76,9.06
Madera ,6039000506.0,67.9,26.5,2.2,0.6,1.1,1.8,5.3,41.9,42.16,0.062,1249.13,1363.8165099999999,114.56,13.76,4.57
Sacramento ,6067004601.0,49.8,18.3,10.5,0.7,17.5,3.2,20.6,73.8,42.16,0.048,0.0,115.9288186,104.06,11.3,4.62
Tulare ,6107002800.0,83.9,14.3,0.3,0.3,0.7,0.4,18.5,79.5,42.15,0.062,575.37,70.16041684,55.02,10.62,4.68
Los Angeles,6037530005.0,35.7,10.9,0.5,0.1,51.3,1.4,9.5,20.1,42.14,0.048,0.0,9297.766424,47.0,9.42,4.95
Kern ,6029006202.0,90.6,6.1,0.8,0.1,1.5,0.9,9.1,60.3,42.13,0.065,16566.41,15.12366367,38.16,8.53,3.7
Tulare ,6107003901.0,74.9,21.0,0.4,1.1,1.2,1.4,17.8,69.4,42.12,0.065,4.28,31.93528838,58.17,11.87,6.06
Los Angeles,6037481604.0,28.2,7.8,1.4,0.1,61.4,1.1,5.7,42.9,42.11,0.05,0.0,5442.367066,38.05,7.02,7.77
Los Angeles,6037604100.0,64.2,16.5,7.0,0.4,9.1,2.9,7.6,51.6,42.1,0.044000000000000004,0.0,7565.0336659999975,66.98,9.49,5.76
Contra Costa,6013314104.0,51.4,20.3,15.5,0.4,9.5,2.9,19.1,51.2,42.09,0.038,0.0,2796.846402,150.18,14.45,4.48
Kern ,6029000504.0,20.2,70.7,3.5,1.6,1.8,2.1,9.9,41.6,42.08,0.062,0.0,276.47583039999995,80.97,11.73,6.21
Los Angeles,6037211201.0,74.0,7.5,3.3,0.2,13.7,1.4,4.1,65.5,42.08,0.048,0.0,2726.80854,65.18,6.88,5.05
Tulare ,6107001200.0,51.5,40.2,2.5,1.1,2.3,2.4,7.2,73.0,42.07,0.06,0.0,497.8258218,58.31,9.62,5.66
Merced ,6047000701.0,63.4,29.6,3.0,0.5,2.3,1.1,31.5,73.9,42.07,0.057,4747.83,29.58115881,67.83,11.95,3.32
Los Angeles,6037224310.0,89.4,4.3,1.6,0.0,3.9,0.7,21.4,84.7,42.05,0.046,0.0,3951.8326479999996,51.32,6.39,5.42
Alameda ,6001437101.0,22.5,13.3,6.1,0.1,53.2,4.8,6.6,12.1,42.05,0.033,0.0,766.0,91.09,11.17,6.38
Tulare ,6107002202.0,77.4,15.4,4.6,0.4,0.7,1.5,12.6,80.7,42.04,0.06,75.47,58.14293567,78.57,11.71,3.32
Riverside ,6065040607.0,47.9,26.8,9.3,0.2,13.3,2.5,13.2,20.2,42.04,0.062,5.17,5126.418522,30.21,8.86,4.79
Los Angeles,6037550201.0,81.3,9.6,2.3,0.2,5.6,1.0,5.9,37.9,42.03,0.046,0.0,5613.475055,53.16,11.33,5.77
Orange ,6059074801.0,93.2,1.2,2.7,0.3,2.3,0.3,9.2,47.9,42.01,0.046,0.0,21435.92941,50.82,8.97,5.41
Los Angeles,6037277200.0,30.8,20.5,32.2,0.2,10.3,6.0,5.8,29.2,42.0,0.046,0.0,2633.220851,39.1,8.64,7.85
San Francisco,6075012502.0,21.1,20.0,13.9,0.6,41.1,3.3,14.1,75.1,42.0,0.03,0.0,232.5792846,122.23,8.05,7.59
Alameda ,6001444601.0,26.3,35.1,4.1,0.4,30.2,3.8,9.9,20.4,41.99,0.035,6.09,170.43964440000005,73.21,10.59,5.87
Los Angeles,6037120106.0,77.6,4.7,2.1,0.1,14.2,1.3,19.9,71.0,41.99,0.057,0.0,671.3791732999998,83.35,9.26,4.49
Los Angeles,6037221303.0,76.8,3.4,7.6,0.5,11.1,0.6,15.6,63.7,41.98,0.046,0.0,2886.026012000001,47.14,5.98,6.31
Los Angeles,6037432602.0,53.9,6.6,0.4,0.2,38.3,0.7,11.9,36.6,41.97,0.051,0.66,6547.0115049999995,61.16,7.85,4.28
Kern ,6029004702.0,96.1,2.5,0.2,0.1,0.6,0.6,17.3,76.0,41.96,0.062,21.15,286.0804323000001,58.59,10.99,3.9
Santa Clara,6085503113.0,79.7,10.9,1.7,0.6,5.6,1.6,8.4,61.1,41.93,0.038,0.0,169.1653463,37.88,6.87,4.8
San Francisco,6075017601.0,13.6,31.6,12.9,1.0,36.4,4.5,4.6,52.3,41.93,0.03,0.0,231.2049653,98.44,9.17,8.24
Los Angeles,6037405302.0,65.2,16.7,2.0,0.5,13.7,2.0,11.0,30.0,41.93,0.053,0.0,9769.097778,45.32,8.67,7.76
Riverside ,6065043517.0,53.8,26.8,9.6,1.0,5.8,3.1,14.7,42.7,41.93,0.065,235.34,346.7233481,54.16,12.02,5.44
San Joaquin,6077003308.0,44.5,25.1,13.0,0.8,12.6,4.0,12.5,45.1,41.88,0.046,0.01,406.8946477,88.07,10.04,6.22
Los Angeles,6037481603.0,24.0,5.0,1.0,0.0,69.0,0.9,8.6,36.7,41.88,0.05,0.0,5392.655729,38.05,7.02,5.84
Tulare ,6107003001.0,82.0,12.9,2.6,0.3,0.9,1.1,16.2,74.2,41.87,0.06,0.11,54.24017568,78.57,11.71,8.55
Los Angeles,6037404201.0,76.6,13.1,3.4,0.1,5.6,1.2,14.8,64.8,41.86,0.055,0.0,4733.554843,66.74,9.16,4.95
Orange ,6059086602.0,65.3,17.7,2.8,0.2,12.7,1.4,11.3,51.6,41.85,0.046,0.0,10273.588179999999,49.46,8.89,4.91
Madera ,6039000602.0,88.6,9.4,0.8,0.5,0.2,0.5,3.9,73.5,41.84,0.062,114.26,2603.726347,114.92,13.8,4.83
Riverside ,6065046200.0,63.9,18.7,14.0,0.5,0.9,2.0,17.8,65.1,41.83,0.044000000000000004,284.04,3.4674943480000002,90.04,15.17,3.74
Orange ,6059001402.0,58.0,34.4,0.7,0.4,4.7,1.7,14.5,36.7,41.82,0.048,0.03,7918.114694,53.99,9.62,5.31
Alameda ,6001401000.0,14.2,22.3,50.2,0.4,7.6,5.4,9.2,42.1,41.81,0.03,0.0,392.0093823,129.47,7.02,7.26
Los Angeles,6037535803.0,96.3,2.2,0.4,0.2,0.4,0.7,11.7,66.1,41.81,0.044000000000000004,0.0,6522.998712,46.23,11.83,5.49
Los Angeles,6037302003.0,12.5,70.8,1.1,0.1,12.5,3.0,13.4,43.3,41.8,0.051,0.0,2057.282282,35.28,9.2,2.82
Fresno ,6019003102.0,40.8,41.3,5.3,1.1,8.7,2.7,19.1,58.5,41.79,0.065,0.0,1978.434777,94.14,9.32,5.74
Ventura ,6111002300.0,70.7,24.2,1.4,0.5,1.6,1.6,10.1,53.9,41.78,0.046,7273.27,31.64963029,52.88,8.98,4.33
Alameda ,6001407200.0,74.8,6.4,6.7,0.6,10.5,1.0,10.8,66.8,41.76,0.03,0.0,338.7862795,110.47,8.93,4.67
Los Angeles,6037500700.0,91.9,5.6,0.7,0.2,1.2,0.4,8.7,35.9,41.74,0.046,0.16,9584.617232999999,63.24,13.82,5.1
Los Angeles,6037603802.0,60.3,12.9,7.6,0.2,16.6,2.3,7.7,56.5,41.74,0.044000000000000004,0.0,5768.769133,68.28,9.67,6.76
Sacramento ,6067003700.0,50.1,10.8,19.0,0.7,15.8,3.6,18.4,71.9,41.73,0.048,0.0,186.0525562,91.25,11.45,6.83
Los Angeles,6037541801.0,81.1,1.7,14.0,0.1,1.9,1.2,11.7,64.0,41.68,0.044000000000000004,0.0,6299.191246,47.28,8.67,5.25
San Diego,6073004100.0,58.0,29.0,6.9,0.4,3.2,2.5,5.7,58.0,41.67,0.038,0.0,364.6424249,96.4,8.28,5.23
Los Angeles,6037602200.0,50.2,26.5,10.0,0.2,10.3,2.8,8.3,47.2,41.63,0.044000000000000004,0.0,4721.405983,52.63,7.57,5.73
Madera ,6039000603.0,89.5,5.8,3.1,0.3,0.7,0.6,5.9,65.7,41.62,0.062,110.52,2160.087334,114.94,13.8,4.89
Los Angeles,6037402200.0,52.5,27.5,11.6,0.1,6.3,1.9,11.4,40.1,41.61,0.057,0.0,6431.213034,58.7,7.04,4.95
San Bernardino,6071002902.0,75.9,15.3,5.9,0.3,1.8,0.8,17.6,60.8,41.59,0.065,0.0,2827.343081,58.06,11.04,5.12
Los Angeles,6037554104.0,55.3,16.0,14.3,0.2,12.5,1.7,16.1,54.6,41.59,0.044000000000000004,0.0,5909.033761,79.03,11.13,5.76
Kern ,6029003304.0,43.8,47.0,6.2,0.4,0.6,2.0,16.8,35.7,41.58,0.06,1374.02,9435.499746,24.36,7.1,6.21
Stanislaus ,6099000202.0,29.9,62.9,1.1,0.4,3.3,2.4,11.3,39.8,41.57,0.053,45.49,1404.0209439999999,54.17,14.95,3.66
Riverside ,6065042520.0,69.5,12.3,10.7,0.3,4.9,2.3,16.3,70.3,41.57,0.065,0.0,625.1632607999999,75.3,11.27,5.53
San Bernardino,6071003900.0,81.3,11.9,4.8,0.3,0.9,0.7,20.6,52.3,41.57,0.065,0.0,1771.85302,84.92,15.65,5.18
Los Angeles,6037530102.0,79.7,12.6,0.3,0.2,6.5,0.8,10.6,42.4,41.56,0.046,0.0,10027.58735,54.54,10.97,5.44
San Bernardino,6071000826.0,49.9,34.8,7.2,0.3,5.7,2.2,5.7,21.1,41.56,0.062,0.0,4409.19757,68.2,10.28,6.01
Los Angeles,6037189101.0,14.0,66.6,2.8,0.3,12.5,3.9,16.0,32.4,41.56,0.05,0.0,2692.231603,51.93,11.2,3.97
Los Angeles,6037134521.0,90.2,5.2,0.8,0.1,2.8,0.9,5.5,66.6,41.54,0.057,0.0,392.660049,60.99,9.36,5.96
Fresno ,6019008402.0,66.5,31.5,0.3,0.1,1.2,0.4,11.3,67.6,41.53,0.053,1202.88,273.70639480000006,79.54,11.3,4.35
Los Angeles,6037406200.0,60.1,20.6,4.4,0.4,12.7,1.8,13.9,49.5,41.53,0.055,0.0,7125.233241,32.82,5.54,7.4
Monterey ,6053014500.0,46.4,42.2,2.4,0.4,6.2,2.5,8.0,31.4,41.52,0.033,12277.64,0.933497823,98.06,8.7,6.56
Riverside ,6065042719.0,57.7,34.3,4.2,0.5,1.7,1.5,15.4,59.8,41.52,0.065,24.49,338.83211769999997,45.6,11.79,5.14
Los Angeles,6037201601.0,80.4,4.5,1.5,0.3,12.8,0.6,11.8,51.8,41.51,0.048,0.0,5931.392352000003,66.51,9.64,5.21
San Bernardino,6071009912.0,43.7,35.1,14.8,0.7,2.4,3.2,21.1,70.7,41.5,0.065,1.82,41.83767012,106.1,12.98,6.06
San Bernardino,6071003607.0,75.8,11.7,9.3,0.6,1.8,0.8,16.2,57.2,41.49,0.065,0.0,1862.5284969999998,84.92,15.65,5.46
Los Angeles,6037127604.0,53.1,27.8,6.8,0.1,9.3,2.8,6.1,63.9,41.49,0.057,0.0,650.7426178999998,74.19,10.44,5.18
Riverside ,6065042624.0,45.3,31.7,12.4,0.3,6.3,4.0,17.6,25.3,41.48,0.065,1.6,375.1139483,60.03,14.19,6.31
Los Angeles,6037293307.0,56.0,15.4,13.1,0.1,12.8,2.5,14.6,48.2,41.47,0.042,0.0,7994.985087000001,38.99,6.87,5.24
San Joaquin,6077003801.0,38.9,12.6,21.2,0.3,23.0,4.0,13.9,39.8,41.46,0.048,92.21,938.3189993999999,118.08,13.64,5.19
Ventura ,6111002400.0,23.1,67.7,2.6,1.1,1.8,3.7,7.0,40.5,41.45,0.046,6644.53,32.84695545,52.88,8.98,8.94
Santa Clara,6085503117.0,58.7,2.5,0.9,0.0,37.5,0.4,14.3,62.6,41.45,0.038,0.0,191.6610001,56.72,10.84,3.21
Los Angeles,6037212900.0,54.3,6.2,11.8,0.0,25.9,1.8,8.3,62.1,41.44,0.048,0.0,2594.271699,66.41,8.61,3.11
San Bernardino,6071010011.0,58.2,29.6,8.0,0.4,1.9,1.9,17.5,64.1,41.44,0.065,0.0,139.48942219999998,64.49,11.55,5.7
Riverside ,6065041411.0,81.0,14.5,1.5,0.5,1.8,0.8,11.3,53.1,41.43,0.06,0.0,5398.51613,35.67,10.3,4.97
Merced ,6047000503.0,40.0,35.7,14.9,2.1,5.3,2.0,10.8,42.8,41.43,0.057,2482.62,29.70198864,46.77,7.7,4.4
San Joaquin,6077003312.0,58.8,8.9,11.6,0.5,17.1,3.1,27.4,76.7,41.42,0.046,0.0,411.2844459,88.07,10.04,4.86
San Joaquin,6077003500.0,26.2,24.3,6.4,0.3,38.8,3.9,12.5,33.9,41.42,0.048,388.56,584.1386537999998,37.44,8.1,5.92
Contra Costa,6013313102.0,35.5,25.0,23.7,0.7,11.2,3.9,14.5,22.8,41.39,0.04,0.0,761.1797914,144.18,13.8,7.28
San Bernardino,6071004601.0,48.0,27.2,17.6,0.5,4.1,2.7,8.5,40.9,41.38,0.068,0.0,2334.307813,78.01,10.29,5.34
San Joaquin,6077001400.0,33.6,40.4,3.6,0.6,18.6,3.2,11.2,51.6,41.37,0.046,0.0,422.4543425,56.62,7.71,5.36
Contra Costa,6013309000.0,29.2,24.7,33.0,0.3,8.5,4.3,14.1,26.1,41.37,0.038,0.0,1816.9264269999999,150.18,14.45,5.3
San Mateo,6081602100.0,72.4,9.0,1.9,0.4,14.1,2.1,9.7,40.9,41.37,0.03,0.0,136.75388930000003,64.62,8.23,5.06
Santa Clara,6085501501.0,66.7,5.1,1.6,0.1,25.2,1.3,12.8,52.9,41.36,0.038,0.0,238.60183340000003,56.07,8.54,3.7
San Bernardino,6071000821.0,40.0,31.9,14.3,0.2,10.9,2.7,8.3,56.0,41.36,0.062,0.0,4797.1020229999995,79.22,11.75,3.72
Los Angeles,6037120105.0,72.7,10.0,1.8,0.1,14.4,1.1,17.8,73.3,41.35,0.057,0.0,682.4931665,95.94,10.65,5.38
San Diego,6073002502.0,50.5,23.2,11.4,0.5,11.7,2.7,11.1,48.2,41.35,0.04,0.0,253.47994730000002,80.83,9.97,4.97
San Bernardino,6071004401.0,74.9,14.1,7.0,0.1,2.7,1.3,18.3,59.4,41.35,0.065,0.0,1534.051182,65.36,11.01,6.92
Orange ,6059087401.0,64.7,19.3,1.6,0.1,13.1,1.2,14.9,22.7,41.35,0.046,0.0,14566.38595,53.92,7.98,6.42
Alameda ,6001401600.0,20.8,16.2,46.5,0.7,12.0,3.9,8.4,48.2,41.35,0.03,0.0,350.0142988,147.98,5.79,8.09
Sacramento ,6067009006.0,20.9,50.5,12.1,0.6,10.5,5.5,13.7,52.0,41.34,0.051,0.0,69.50986058,48.37,8.74,4.64
Stanislaus ,6099000404.0,24.0,57.4,3.8,0.4,10.3,4.2,11.5,40.1,41.32,0.053,1593.01,1397.508239,42.17,7.81,4.43
Sacramento ,6067005102.0,26.0,37.8,10.1,0.8,21.1,4.2,22.6,56.6,41.3,0.05,689.15,79.56621845,91.61,12.18,3.57
San Bernardino,6071010802.0,17.9,73.7,2.0,0.8,1.6,4.0,14.4,38.3,41.27,0.068,0.0,638.3684857999998,109.42,13.75,8.58
Kern ,6029004701.0,89.1,7.6,1.8,0.1,0.6,0.7,17.8,79.8,41.27,0.062,241.73,279.979184,58.59,10.99,4.12
San Joaquin,6077005132.0,49.3,42.4,2.7,1.0,2.1,2.5,18.1,59.2,41.26,0.051,0.0,1172.047467,81.0,12.98,3.99
San Joaquin,6077003305.0,34.8,44.3,6.5,0.5,10.0,3.9,17.8,43.1,41.25,0.046,0.01,429.86703509999995,88.07,10.04,8.42
San Bernardino,6071001707.0,70.5,14.3,4.7,0.3,8.6,1.6,11.0,38.2,41.25,0.062,0.51,5712.293404,69.05,12.77,4.15
Riverside ,6065042518.0,54.3,15.7,21.8,0.3,5.8,2.0,22.3,46.7,41.24,0.065,0.0,559.8298416,75.3,11.27,7.33
Los Angeles,6037554600.0,43.0,17.4,4.4,0.2,33.6,1.3,8.7,43.6,41.23,0.044000000000000004,1597.44,5568.319732,34.75,7.65,6.18
Orange ,6059099904.0,37.0,15.6,0.6,0.1,44.3,2.3,8.1,55.5,41.22,0.044000000000000004,3.87,16564.8187,38.28,8.73,4.82
San Diego,6073003404.0,62.2,2.8,16.6,0.1,16.5,1.8,14.1,66.3,41.2,0.04,0.0,263.6978739,84.84,7.23,4.58
Kern ,6029003115.0,65.2,18.6,9.9,0.4,3.6,2.4,15.3,58.9,41.19,0.065,0.0,58.20546647,62.82,6.28,6.17
Los Angeles,6037552700.0,73.8,12.2,2.6,0.2,10.1,1.1,8.0,35.1,41.18,0.046,0.0,5264.398038,62.88,13.42,5.33
Los Angeles,6037294301.0,81.7,8.9,1.3,0.0,6.8,1.2,7.2,31.2,41.17,0.042,0.0,10033.95683,63.92,9.66,4.48
Riverside ,6065042007.0,28.7,62.7,2.3,0.5,2.9,2.9,15.1,29.2,41.17,0.06,5.58,2066.270063,39.68,9.44,4.87
San Bernardino,6071000403.0,55.7,34.4,1.4,0.4,6.6,1.5,7.5,33.4,41.15,0.06,0.94,6618.581374,42.8,10.32,5.93
Los Angeles,6037195803.0,47.7,32.7,1.6,0.5,15.7,1.9,9.3,46.6,41.14,0.046,0.0,3303.965764,55.22,7.85,5.85
Contra Costa,6013313101.0,39.2,22.1,20.2,0.2,15.0,3.3,9.0,51.8,41.13,0.038,0.0,737.3945819,150.18,14.45,6.27
San Bernardino,6071001311.0,38.9,24.8,9.9,0.3,23.0,3.2,12.7,24.6,41.13,0.062,0.0,6225.085770000002,45.9,10.76,4.72
Merced ,6047002600.0,38.3,42.8,3.3,0.4,12.3,3.0,10.5,35.3,41.11,0.057,278.48,180.36812680000003,132.15,15.03,4.67
Los Angeles,6037238400.0,17.6,0.9,78.8,0.3,0.6,1.8,20.0,34.6,41.08,0.046,0.0,4419.684072,119.8,9.7,11.38
Los Angeles,6037501002.0,81.5,14.9,0.5,0.2,1.8,1.1,12.3,21.5,41.08,0.046,0.0,9117.238358,67.78,15.28,5.26
San Bernardino,6071012700.0,51.4,27.7,9.9,0.1,8.1,2.8,13.2,18.3,41.08,0.062,0.76,8881.609564,42.37,12.2,5.09
Los Angeles,6037404803.0,78.3,8.8,1.4,0.3,10.1,1.1,12.2,47.2,41.06,0.051,0.0,12265.28334,42.33,7.36,3.8
Los Angeles,6037119320.0,69.6,6.8,4.3,0.1,17.7,1.5,12.4,58.3,41.05,0.057,0.0,645.3878591,90.75,10.08,6.5
Riverside ,6065041004.0,61.0,26.8,4.1,0.3,5.6,2.2,10.8,52.2,41.04,0.062,6.91,3630.6854810000004,29.96,5.7,4.39
Tulare ,6107002304.0,42.8,48.4,4.1,0.5,0.6,3.6,10.4,52.9,41.03,0.06,0.0,63.33797988,78.57,11.71,7.14
Los Angeles,6037234000.0,31.4,2.9,60.0,0.2,2.0,3.5,13.0,39.2,41.03,0.046,0.0,2930.067278,70.65,5.8,8.62
Los Angeles,6037534802.0,96.4,2.1,0.3,0.0,0.9,0.3,9.3,55.1,41.01,0.046,0.0,6734.080008,59.19,11.02,6.31
Los Angeles,6037530006.0,64.5,13.4,0.8,0.0,20.2,1.0,5.8,32.5,40.99,0.046,0.0,9850.485356000001,54.54,10.97,6.76
Los Angeles,6037530204.0,89.3,5.9,0.5,0.3,3.6,0.4,6.6,49.8,40.96,0.046,0.0,10969.133020000001,54.54,10.97,7.49
Riverside ,6065043507.0,50.6,38.5,6.6,0.6,1.2,2.5,24.5,75.8,40.95,0.065,0.28,647.5657093,52.91,9.67,5.33
